"","HeatingQC","CentralAir","ElectricalType","FirstFloorSqft","SecondFloorSqft","Abovegradeliving","BaseFullBath","BaseHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","GarageType"
"1047","Ex",1,"SBrkr",1992,876,2868,0,0,3,1,4,1,"Ex","Typ",1,"BuiltIn"
"1048","Ex",1,"SBrkr",990,0,990,0,1,1,0,3,1,"TA","Typ",0,"Detchd"
"1049","TA",1,"SBrkr",1771,0,1771,0,0,1,0,3,1,"TA","Deduction",1,"Attchd"
"1050","Ex",1,"SBrkr",930,0,930,0,0,1,0,2,1,"Gd","Typ",0,"Detchd"
"1051","Ex",1,"SBrkr",1302,0,1302,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1052","Ex",1,"SBrkr",1316,0,1316,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1053","TA",1,"SBrkr",1127,850,1977,0,1,1,1,4,1,"TA","Typ",1,"Attchd"
"1054","Ex",1,"FuseA",1526,0,1526,0,0,1,0,4,1,"TA","Deduction",1,"Basment"
"1055","Ex",1,"SBrkr",1091,898,1989,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1056","TA",1,"SBrkr",1523,0,1523,0,1,2,0,3,1,"TA","Typ",1,"Attchd"
"1057","Ex",1,"SBrkr",1364,0,1364,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1058","Ex",1,"SBrkr",979,871,1850,0,0,2,1,3,1,"Gd","Typ",1,"BuiltIn"
"1059","Ex",1,"SBrkr",1130,1054,2184,1,0,2,1,3,1,"Ex","Typ",1,"Attchd"
"1060","TA",1,"SBrkr",1096,895,1991,0,0,1,1,3,1,"TA","Typ",1,"Detchd"
"1061","Ex",1,"SBrkr",1338,0,1338,1,0,2,0,2,1,"Gd","Typ",0,"Attchd"
"1062","TA",1,"SBrkr",894,0,894,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1063","TA",0,"SBrkr",1422,915,2337,0,0,2,0,5,2,"TA","Deduction",0,"Detchd"
"1064","Gd",1,"SBrkr",1103,0,1103,0,0,1,0,2,1,"Gd","Typ",1,"Detchd"
"1065","Ex",1,"SBrkr",1154,0,1154,0,0,1,1,3,1,"TA","Typ",1,"Attchd"
"1066","Ex",1,"SBrkr",1306,954,2260,1,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"1067","Gd",1,"SBrkr",799,772,1571,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1068","TA",1,"SBrkr",798,813,1611,1,0,1,1,4,1,"TA","Typ",0,"Attchd"
"1069","Gd",1,"SBrkr",1291,1230,2521,1,0,2,1,5,1,"TA","Deduction",1,"Attchd"
"1070","TA",1,"SBrkr",893,0,893,0,1,1,0,2,1,"Gd","Typ",0,"Detchd"
"1071","TA",1,"SBrkr",1048,0,1048,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1072","Ex",1,"SBrkr",829,727,1556,0,0,1,1,4,1,"TA","Typ",0,"Attchd"
"1073","Fa",1,"FuseA",1002,454,1456,1,1,1,0,4,1,"TA","Typ",1,"Detchd"
"1074","TA",1,"SBrkr",698,728,1426,0,0,1,1,3,1,"TA","Typ",0,"Attchd"
"1075","Ex",1,"SBrkr",1240,0,1240,0,0,2,0,2,1,"Gd","Typ",0,"Attchd"
"1076","TA",1,"SBrkr",960,780,1740,0,0,1,1,3,1,"TA","Typ",2,"Attchd"
"1077","Gd",1,"SBrkr",1096,370,1466,0,1,2,0,3,1,"Gd","Deduction",1,"Attchd"
"1078","Ex",1,"SBrkr",1096,0,1096,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1079","Ex",1,"SBrkr",848,0,848,1,0,1,0,1,1,"Gd","Typ",1,"Attchd"
"1080","Gd",1,"SBrkr",990,0,990,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1081","Ex",1,"SBrkr",1258,0,1258,0,1,2,0,3,1,"Gd","Typ",0,"Attchd"
"1082","Fa",1,"SBrkr",1040,0,1040,1,0,1,1,3,1,"TA","Typ",0,"Attchd"
"1083","Ex",1,"SBrkr",1459,0,1459,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1084","TA",1,"SBrkr",1251,0,1251,1,0,1,0,3,1,"TA","Typ",2,"Attchd"
"1085","Gd",1,"SBrkr",691,807,1498,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1086","Ex",1,"SBrkr",996,0,996,1,0,1,0,2,1,"Gd","Typ",0,"Attchd"
"1087","TA",1,"SBrkr",546,546,1092,0,0,1,1,3,1,"TA","Typ",0,"Attchd"
"1088","Ex",1,"SBrkr",1082,871,1953,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1089","Ex",1,"SBrkr",970,739,1709,0,0,2,0,3,1,"Gd","Deduction",0,"Detchd"
"1090","Ex",1,"SBrkr",1247,0,1247,1,0,1,1,1,1,"Gd","Typ",1,"Attchd"
"1091","Fa",0,"FuseA",1040,0,1040,0,0,2,0,2,2,"TA","Typ",0,"Detchd"
"1092","Ex",1,"SBrkr",624,628,1252,1,0,2,1,2,1,"Gd","Typ",0,"Detchd"
"1093","Fa",1,"SBrkr",1390,304,1694,0,0,2,0,4,1,"TA","Typ",1,"Detchd"
"1094","Gd",1,"SBrkr",1200,0,1200,1,0,1,1,1,1,"Gd","Typ",0,"Detchd"
"1095","Ex",1,"SBrkr",936,0,936,1,0,1,0,2,1,"TA","Typ",0,"Attchd"
"1096","Gd",1,"SBrkr",1314,0,1314,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1097","TA",1,"SBrkr",773,582,1355,0,0,1,1,3,1,"Gd","Typ",0,"No Garage"
"1098","Ex",1,"SBrkr",1088,0,1088,0,0,1,1,2,1,"Gd","Typ",0,"Attchd"
"1099","TA",1,"SBrkr",757,567,1324,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1100","TA",1,"SBrkr",1601,0,1601,0,0,2,0,3,1,"TA","Typ",1,"Attchd"
"1101","TA",0,"FuseF",438,0,438,0,0,1,0,1,1,"Fa","Typ",0,"Detchd"
"1102","TA",1,"SBrkr",950,0,950,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1103","Ex",1,"SBrkr",1134,0,1134,0,0,1,0,2,1,"TA","Typ",0,"Attchd"
"1104","Ex",1,"SBrkr",1194,0,1194,0,1,1,0,3,1,"TA","Typ",1,"BuiltIn"
"1105","TA",1,"SBrkr",630,672,1302,0,0,2,1,3,1,"TA","Typ",0,"Detchd"
"1106","Ex",1,"SBrkr",1500,1122,2622,1,0,2,1,3,1,"Gd","Typ",2,"Attchd"
"1107","Gd",1,"SBrkr",1442,0,1442,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1108","Ex",1,"SBrkr",887,1134,2021,0,0,2,1,3,1,"Gd","Typ",1,"BuiltIn"
"1109","Ex",1,"SBrkr",948,742,1690,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1110","Ex",1,"SBrkr",1836,0,1836,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1111","Gd",1,"SBrkr",773,885,1658,1,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1112","TA",1,"SBrkr",1098,866,1964,0,0,2,1,4,1,"TA","Typ",1,"Attchd"
"1113","TA",1,"FuseA",816,0,816,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1114","Gd",1,"SBrkr",1008,0,1008,1,0,1,0,2,1,"Gd","Typ",0,"Attchd"
"1115","Ex",1,"SBrkr",833,0,833,0,0,1,0,2,1,"Gd","Typ",0,"Detchd"
"1116","Ex",1,"SBrkr",1734,0,1734,1,0,2,0,3,1,"Ex","Typ",1,"Attchd"
"1117","Ex",1,"SBrkr",779,640,1419,1,0,2,1,3,1,"Gd","Typ",1,"BuiltIn"
"1118","Ex",1,"SBrkr",894,0,894,1,0,1,0,3,1,"Gd","Typ",0,"Attchd"
"1119","TA",1,"SBrkr",1021,580,1601,0,1,1,0,3,1,"TA","Deduction",0,"BuiltIn"
"1120","TA",1,"FuseA",1040,0,1040,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1121","TA",1,"FuseA",1012,0,1012,0,0,1,0,2,1,"TA","Typ",1,"Detchd"
"1122","Ex",1,"SBrkr",1552,0,1552,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1123","Ex",1,"FuseA",960,0,960,0,0,1,0,3,1,"TA","Typ",0,"Basment"
"1124","Ex",1,"SBrkr",698,0,698,0,1,1,0,2,1,"TA","Typ",0,"No Garage"
"1125","Gd",1,"SBrkr",812,670,1482,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1126","TA",1,"SBrkr",1005,0,1005,0,0,1,0,2,1,"Fa","Typ",1,"Detchd"
"1127","Ex",1,"SBrkr",1555,0,1555,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1128","Ex",1,"SBrkr",1530,0,1530,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1129","Ex",1,"SBrkr",847,1112,1959,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn"
"1130","TA",1,"SBrkr",936,0,936,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1131","TA",1,"SBrkr",1328,653,1981,1,0,2,0,4,1,"Gd","Deduction",2,"Detchd"
"1132","TA",1,"SBrkr",974,0,974,0,0,1,0,3,1,"TA","Typ",0,"No Garage"
"1133","TA",1,"SBrkr",1178,1032,2210,0,0,2,0,5,1,"Fa","Typ",0,"Detchd"
"1134","Ex",1,"SBrkr",1142,878,2020,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1135","Gd",1,"SBrkr",916,684,1600,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1136","TA",0,"SBrkr",986,0,986,0,0,1,0,2,1,"TA","Typ",1,"Detchd"
"1137","TA",1,"FuseA",1032,220,1252,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1138","Gd",0,"SBrkr",780,240,1020,0,0,1,0,2,1,"TA","Typ",0,"No Garage"
"1139","TA",1,"SBrkr",1567,0,1567,1,0,2,0,2,1,"Gd","Typ",2,"Attchd"
"1140","TA",1,"SBrkr",1167,0,1167,0,0,1,0,3,1,"TA","Deduction",1,"Detchd"
"1141","TA",1,"SBrkr",952,0,952,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1142","Ex",1,"SBrkr",1088,780,1868,1,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"1143","Ex",1,"SBrkr",1466,1362,2828,1,0,3,0,4,1,"Gd","Typ",1,"BuiltIn"
"1144","TA",1,"SBrkr",1006,0,1006,0,0,1,0,3,1,"TA","Typ",0,"No Garage"
"1145","Fa",0,"FuseA",672,252,924,1,0,1,0,2,1,"Fa","Typ",0,"Detchd"
"1146","Ex",1,"SBrkr",1042,534,1576,0,0,1,0,3,1,"TA","Typ",1,"Detchd"
"1147","TA",1,"SBrkr",1298,0,1298,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1148","Ex",1,"SBrkr",860,704,1564,0,0,1,1,3,1,"Fa","Typ",1,"Attchd"
"1149","TA",1,"SBrkr",572,539,1111,0,0,1,0,2,1,"TA","Typ",1,"Detchd"
"1150","Ex",1,"SBrkr",832,650,1482,0,1,1,0,3,1,"TA","Typ",0,"Detchd"
"1151","Ex",1,"FuseA",932,0,932,0,0,1,0,2,1,"Gd","Typ",1,"Attchd"
"1152","TA",1,"SBrkr",1466,0,1466,0,0,1,1,3,1,"Fa","Typ",2,"Attchd"
"1153","Ex",1,"SBrkr",1811,0,1811,0,0,1,0,2,1,"Ex","Typ",1,"Attchd"
"1154","Ex",1,"SBrkr",816,0,816,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1155","TA",1,"SBrkr",902,918,1820,0,0,1,2,4,1,"Gd","Typ",2,"Attchd"
"1156","TA",1,"SBrkr",1437,0,1437,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1157","Gd",1,"SBrkr",1265,0,1265,0,1,2,0,3,1,"Gd","Typ",1,"Attchd"
"1158","Ex",1,"SBrkr",1314,0,1314,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1159","Ex",1,"SBrkr",1580,0,1580,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1160","TA",1,"SBrkr",943,933,1876,0,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"1161","Fa",1,"SBrkr",855,601,1456,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1162","Ex",1,"SBrkr",1640,0,1640,1,0,1,0,3,1,"Gd","Typ",1,"Detchd"
"1163","Gd",1,"SBrkr",894,0,894,0,0,1,0,3,1,"TA","Typ",1,"Attchd"
"1164","TA",1,"SBrkr",1258,0,1258,2,0,0,2,0,2,"TA","Typ",0,"CarPort"
"1165","Ex",1,"SBrkr",1432,0,1432,1,0,1,1,2,1,"Gd","Typ",1,"Attchd"
"1166","Ex",1,"SBrkr",1502,0,1502,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1167","Ex",1,"SBrkr",1694,0,1694,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1168","Ex",1,"SBrkr",959,712,1671,1,0,2,1,3,1,"TA","Typ",1,"Attchd"
"1169","Ex",1,"SBrkr",1236,872,2108,0,0,2,0,4,1,"Gd","Typ",2,"Basment"
"1170","Ex",1,"SBrkr",1831,1796,3627,1,0,3,1,4,1,"Gd","Typ",1,"Attchd"
"1171","TA",1,"SBrkr",1118,0,1118,1,0,1,0,3,1,"TA","Typ",1,"Attchd"
"1172","Ex",1,"SBrkr",1261,0,1261,1,0,1,0,3,1,"TA","Typ",1,"Attchd"
"1173","Ex",1,"SBrkr",625,625,1250,0,0,2,1,2,1,"Gd","Typ",0,"Detchd"
"1174","TA",1,"SBrkr",1636,971,3086,0,0,3,0,3,1,"Ex","Deduction",1,"No Garage"
"1175","TA",1,"SBrkr",1170,1175,2345,0,0,2,1,4,1,"TA","Typ",1,"Detchd"
"1176","Ex",1,"SBrkr",2129,743,2872,0,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"1177","TA",1,"SBrkr",923,0,923,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1178","TA",1,"SBrkr",818,406,1224,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1179","Ex",1,"SBrkr",820,523,1343,0,0,1,1,3,1,"TA","Typ",1,"Detchd"
"1180","Gd",1,"SBrkr",1124,0,1124,0,0,1,0,3,1,"TA","Deduction",1,"No Garage"
"1181","Ex",1,"SBrkr",1298,1216,2514,0,0,2,1,4,1,"TA","Typ",0,"Attchd"
"1182","Ex",1,"SBrkr",1652,0,1652,1,1,2,0,2,1,"Gd","Typ",1,"Attchd"
"1183","Ex",1,"SBrkr",2411,2065,4476,1,0,3,1,4,1,"Ex","Typ",2,"Attchd"
"1184","Ex",1,"SBrkr",1130,0,1130,1,0,1,0,2,1,"TA","Typ",1,"Detchd"
"1185","Gd",1,"SBrkr",1572,0,1572,1,0,1,1,3,1,"TA","Typ",2,"2Types"
"1186","Gd",1,"SBrkr",949,272,1221,1,0,1,0,4,1,"TA","Typ",0,"Attchd"
"1187","TA",1,"SBrkr",1014,685,1699,1,0,2,0,3,2,"TA","Typ",0,"CarPort"
"1188","Ex",1,"SBrkr",1624,0,1624,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1189","Ex",1,"SBrkr",831,829,1660,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"1190","Gd",1,"SBrkr",1028,776,1804,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1191","Ex",1,"SBrkr",1622,0,1622,1,0,1,0,3,1,"TA","Typ",1,"2Types"
"1192","Ex",1,"SBrkr",764,677,1441,0,0,2,1,2,1,"Gd","Typ",0,"Detchd"
"1193","Gd",1,"SBrkr",842,630,1472,0,0,1,0,3,1,"Gd","Typ",0,"Detchd"
"1194","Ex",1,"SBrkr",1224,0,1224,1,0,2,0,2,1,"TA","Typ",0,"Attchd"
"1195","TA",1,"SBrkr",663,689,1352,0,0,1,1,4,1,"TA","Typ",0,"Attchd"
"1196","Ex",1,"SBrkr",728,728,1456,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"1197","Ex",1,"SBrkr",879,984,1863,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn"
"1198","Ex",1,"SBrkr",815,875,1690,0,0,1,0,3,1,"TA","Typ",1,"Detchd"
"1199","Ex",1,"SBrkr",1212,0,1212,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1200","Gd",1,"SBrkr",1382,0,1382,0,0,1,1,3,1,"TA","Typ",1,"Attchd"
"1201","Gd",1,"SBrkr",864,0,864,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1202","Ex",1,"SBrkr",866,913,1779,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"1203","Ex",1,"SBrkr",884,464,1348,1,0,1,0,3,1,"TA","Typ",1,"Detchd"
"1204","Ex",1,"SBrkr",1630,0,1630,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1205","Ex",1,"SBrkr",1074,0,1074,1,0,1,1,3,1,"TA","Typ",0,"Attchd"
"1206","Gd",1,"SBrkr",2196,0,2196,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1207","TA",1,"SBrkr",1056,0,1056,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1208","Ex",1,"SBrkr",1700,0,1700,1,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1209","TA",1,"SBrkr",1283,0,1283,1,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1210","Ex",1,"SBrkr",1660,0,1660,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1211","Ex",1,"SBrkr",1055,790,1845,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1212","Gd",1,"SBrkr",1080,672,1752,0,0,2,0,4,1,"TA","Typ",0,"Basment"
"1213","TA",1,"SBrkr",672,0,672,1,0,1,0,2,1,"TA","Typ",0,"Attchd"
"1214","Ex",1,"SBrkr",960,0,960,1,1,0,0,0,1,"TA","Typ",0,"Attchd"
"1215","TA",1,"SBrkr",999,0,999,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1216","TA",1,"SBrkr",894,0,894,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1217","TA",1,"SBrkr",1318,584,1902,0,0,2,0,4,2,"TA","Typ",0,"Attchd"
"1218","Ex",1,"SBrkr",1314,0,1314,1,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1219","Gd",0,"SBrkr",672,240,912,0,0,1,0,2,1,"TA","Typ",0,"No Garage"
"1220","TA",1,"SBrkr",672,546,1218,0,0,1,1,3,1,"TA","Typ",0,"No Garage"
"1221","TA",1,"SBrkr",912,0,912,0,0,1,0,2,1,"TA","Typ",0,"Attchd"
"1222","Ex",1,"SBrkr",1211,0,1211,0,0,1,0,3,1,"TA","Typ",1,"Attchd"
"1223","Ex",1,"SBrkr",1168,678,1846,0,0,2,0,3,1,"TA","Typ",1,"Attchd"
"1224","TA",0,"FuseA",2136,0,2136,0,0,2,0,4,1,"TA","Deduction",0,"Detchd"
"1225","Ex",1,"SBrkr",788,702,1490,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1226","Ex",1,"SBrkr",1138,0,1138,0,1,1,0,3,1,"TA","Typ",0,"Attchd"
"1227","Ex",1,"SBrkr",894,1039,1933,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn"
"1228","Ex",1,"SBrkr",912,0,912,1,0,1,0,2,1,"Gd","Typ",0,"Detchd"
"1229","Ex",1,"SBrkr",1702,0,1702,1,0,1,1,1,1,"Ex","Typ",1,"Attchd"
"1230","Gd",1,"SBrkr",1507,0,1507,0,0,2,0,4,1,"TA","Deduction",0,"Basment"
"1231","Ex",1,"SBrkr",1361,1259,2620,0,0,2,2,4,2,"TA","Typ",1,"BuiltIn"
"1232","TA",1,"SBrkr",1190,0,1190,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1233","TA",1,"SBrkr",1224,0,1224,0,0,2,0,2,2,"TA","Typ",0,"CarPort"
"1234","Fa",1,"SBrkr",1188,0,1188,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1235","TA",0,"FuseA",1024,940,1964,0,0,1,1,4,1,"TA","Typ",0,"No Garage"
"1236","Gd",1,"FuseF",892,892,1784,0,0,1,1,4,1,"TA","Typ",0,"Detchd"
"1237","Ex",1,"SBrkr",764,862,1626,0,0,2,1,2,1,"Gd","Typ",0,"BuiltIn"
"1238","Ex",1,"SBrkr",847,1101,1948,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn"
"1239","Ex",1,"SBrkr",1141,0,1141,0,0,1,1,3,1,"TA","Typ",0,"Detchd"
"1240","Ex",1,"SBrkr",1484,0,1484,0,0,2,0,2,1,"Ex","Typ",1,"Attchd"
"1241","Ex",1,"SBrkr",884,884,1768,1,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"1242","Ex",1,"SBrkr",1689,0,1689,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1243","TA",1,"SBrkr",1173,0,1173,1,0,2,0,3,1,"Gd","Typ",2,"Attchd"
"1244","Ex",1,"SBrkr",2076,0,2076,1,0,2,1,2,1,"Ex","Typ",1,"Attchd"
"1245","Fa",1,"SBrkr",792,725,1517,0,0,1,0,3,1,"Gd","Typ",2,"Detchd"
"1246","Ex",1,"SBrkr",1140,728,1868,0,0,3,1,3,1,"TA","Typ",1,"BuiltIn"
"1247","Ex",1,"SBrkr",756,797,1553,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"1248","TA",1,"SBrkr",1034,0,1034,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1249","Fa",0,"SBrkr",1134,924,2058,0,0,1,1,3,1,"TA","Typ",1,"Detchd"
"1250","TA",1,"SBrkr",988,0,988,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1251","Ex",1,"SBrkr",2110,0,2110,1,0,2,1,3,1,"Ex","Typ",2,"Attchd"
"1252","Ex",1,"SBrkr",1405,0,1405,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1253","TA",1,"SBrkr",874,0,874,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1254","TA",1,"SBrkr",1516,651,2167,1,0,2,1,3,1,"Gd","Typ",2,"Attchd"
"1255","Ex",1,"SBrkr",760,896,1656,0,0,2,1,3,1,"Gd","Typ",1,"BuiltIn"
"1256","TA",1,"FuseA",959,408,1367,0,0,1,0,3,1,"TA","Typ",1,"Detchd"
"1257","Ex",1,"SBrkr",1987,0,1987,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1258","Ex",1,"SBrkr",864,0,864,0,0,1,0,2,1,"TA","Typ",0,"No Garage"
"1259","Ex",1,"SBrkr",1166,0,1166,1,0,2,0,2,1,"Gd","Typ",0,"Attchd"
"1260","Gd",1,"SBrkr",1054,0,1054,1,0,1,1,3,1,"TA","Typ",0,"Attchd"
"1261","Ex",1,"SBrkr",892,783,1675,0,0,2,1,3,1,"TA","Typ",1,"BuiltIn"
"1262","Gd",1,"SBrkr",1050,0,1050,0,0,1,0,2,1,"TA","Typ",0,"Attchd"
"1263","Ex",1,"FuseA",1104,684,1788,1,0,1,0,5,1,"TA","Deduction",2,"Attchd"
"1264","Ex",1,"FuseA",1060,764,1824,0,0,1,0,3,1,"TA","Typ",1,"Detchd"
"1265","Ex",1,"SBrkr",1337,0,1337,1,0,2,0,2,1,"Gd","Typ",0,"Attchd"
"1266","Ex",1,"SBrkr",713,739,1452,1,0,2,1,3,1,"Gd","Typ",0,"Detchd"
"1267","TA",0,"FuseF",964,925,1889,0,0,1,1,4,2,"TA","Typ",1,"Detchd"
"1268","Ex",1,"SBrkr",2018,0,2018,0,0,2,0,3,1,"Ex","Typ",1,"Attchd"
"1269","Ex",1,"SBrkr",1968,1479,3447,0,0,3,1,4,1,"Gd","Typ",2,"BuiltIn"
"1270","TA",1,"FuseA",874,650,1524,0,0,1,1,3,1,"TA","Typ",0,"Attchd"
"1271","TA",1,"SBrkr",1332,192,1524,2,0,0,1,0,1,"Gd","Typ",1,"Attchd"
"1272","Gd",1,"SBrkr",1489,0,1489,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1273","TA",1,"SBrkr",935,0,935,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"1274","Gd",1,"SBrkr",1357,0,1357,1,0,1,0,2,1,"Ex","Typ",1,"Basment"
"1275","Ex",1,"SBrkr",661,589,1250,0,0,2,0,3,1,"TA","Typ",1,"Detchd"
"1276","Gd",1,"FuseA",928,992,1920,0,0,2,0,4,2,"TA","Typ",0,"Detchd"
"1277","TA",1,"SBrkr",735,660,1395,0,1,1,1,3,1,"TA","Typ",1,"Attchd"
"1278","Fa",1,"SBrkr",1724,0,1724,1,0,1,1,3,1,"TA","Typ",1,"Attchd"
"1279","Ex",1,"SBrkr",1128,903,2031,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1280","TA",1,"FuseA",698,430,1128,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1281","Ex",1,"SBrkr",1573,0,1573,1,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1282","TA",1,"SBrkr",1339,0,1339,1,0,2,0,2,1,"TA","Typ",1,"Attchd"
"1283","TA",1,"SBrkr",1040,0,1040,0,0,2,0,3,1,"Gd","Typ",0,"Detchd"
"1284","TA",1,"SBrkr",912,912,1824,0,0,2,2,4,2,"TA","Typ",0,"No Garage"
"1285","Ex",1,"SBrkr",1699,748,2447,0,0,2,0,4,1,"Gd","Deduction",1,"Detchd"
"1286","Ex",1,"FuseF",825,587,1412,0,0,1,0,4,1,"TA","Typ",1,"Detchd"
"1287","TA",1,"SBrkr",1328,0,1328,1,0,1,1,3,1,"TA","Typ",2,"Attchd"
"1288","Fa",1,"SBrkr",1582,0,1582,0,1,2,0,4,1,"TA","Typ",0,"Attchd"
"1289","Ex",1,"SBrkr",1659,0,1659,1,0,2,0,2,1,"Ex","Typ",1,"Attchd"
"1290","Ex",1,"SBrkr",1120,850,1970,0,0,2,1,3,1,"Ex","Typ",1,"BuiltIn"
"1291","TA",1,"SBrkr",1152,0,1152,1,0,1,0,3,1,"TA","Typ",1,"Attchd"
"1292","TA",1,"SBrkr",630,672,1302,0,0,2,1,3,1,"TA","Typ",0,"Detchd"
"1293","TA",0,"SBrkr",1378,994,2372,0,0,2,0,4,2,"TA","Deduction",0,"Attchd"
"1294","TA",1,"SBrkr",832,832,1664,0,0,2,1,4,1,"TA","Typ",1,"Attchd"
"1295","TA",1,"SBrkr",864,0,864,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1296","Gd",1,"SBrkr",1052,0,1052,1,0,1,1,3,1,"TA","Typ",0,"Attchd"
"1297","Gd",1,"SBrkr",1128,0,1128,1,0,2,0,3,1,"TA","Typ",0,"Attchd"
"1298","Gd",1,"SBrkr",1072,0,1072,1,0,2,0,2,1,"TA","Typ",0,"Basment"
"1299","Ex",1,"SBrkr",4692,950,5642,2,0,2,1,3,1,"Ex","Typ",3,"Attchd"
"1300","Ex",1,"SBrkr",1246,0,1246,1,0,1,1,3,1,"Gd","Typ",0,"Attchd"
"1301","Ex",1,"SBrkr",1005,978,1983,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1302","Fa",1,"SBrkr",753,741,1494,0,0,1,0,3,1,"Gd","Typ",2,"Attchd"
"1303","Ex",1,"SBrkr",1203,1323,2526,1,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"1304","Ex",1,"SBrkr",1616,0,1616,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
